scenario,policy,timestamp,state,equity,drawdown_pct
fee_0.00050_slip_0.00010,B_gate_cooldown,2023-12-02T23:55:00Z,OPEN,6209.929717,37.9007
fee_0.00050_slip_0.00010,B_gate_cooldown,2023-12-03T23:55:00Z,OPEN,6191.745336,38.0825
fee_0.00050_slip_0.00010,B_gate_cooldown,2023-12-04T23:55:00Z,OPEN,6213.652986,37.8635
fee_0.00050_slip_0.00010,B_gate_cooldown,2023-12-05T23:55:00Z,OPEN,6229.134,37.7087
fee_0.00050_slip_0.00010,B_gate_cooldown,2023-12-06T23:55:00Z,OPEN,6176.714352,38.2329
fee_0.00050_slip_0.00010,B_gate_cooldown,2023-12-07T18:05:00Z,FLAT,6160.242108,38.3976
fee_0.00050_slip_0.00010,B_gate_cooldown,2023-12-08T23:10:00Z,FLAT,6160.700727,38.393
fee_0.00050_slip_0.00010,B_gate_cooldown,2023-12-09T23:05:00Z,FLAT,6133.191094,38.6681
fee_0.00050_slip_0.00010,B_gate_cooldown,2023-12-10T22:05:00Z,FLAT,6114.335517,38.8566
fee_0.00050_slip_0.00010,B_gate_cooldown,2023-12-13T23:55:00Z,OPEN,6127.846939,38.7215
fee_0.00050_slip_0.00010,B_gate_cooldown,2023-12-14T23:55:00Z,OPEN,6085.743227,39.1426
fee_0.00050_slip_0.00010,B_gate_cooldown,2023-12-15T11:15:00Z,FLAT,6063.904671,39.361
fee_0.00050_slip_0.00010,B_gate_cooldown,2023-12-16T20:10:00Z,FLAT,6057.037461,39.4296
fee_0.00050_slip_0.00010,B_gate_cooldown,2023-12-19T23:05:00Z,FLAT,6035.73809,39.6426
fee_0.00050_slip_0.00010,B_gate_cooldown,2023-12-20T23:55:00Z,OPEN,6042.444786,39.5756
fee_0.00050_slip_0.00010,B_gate_cooldown,2023-12-21T23:55:00Z,OPEN,6004.8366,39.9516
fee_0.00050_slip_0.00010,B_gate_cooldown,2023-12-22T23:55:00Z,OPEN,5988.320838,40.1168
fee_0.00050_slip_0.00010,B_gate_cooldown,2023-12-23T23:55:00Z,FLAT,5961.409787,40.3859
fee_0.00050_slip_0.00010,B_gate_cooldown,2023-12-24T16:10:00Z,FLAT,5951.214705,40.4879
fee_0.00050_slip_0.00010,B_gate_cooldown,2023-12-25T23:55:00Z,OPEN,5938.594725,40.6141
fee_0.00050_slip_0.00010,B_gate_cooldown,2023-12-26T03:05:00Z,FLAT,5935.145017,40.6485
fee_0.00050_slip_0.00010,B_gate_cooldown,2023-12-27T23:55:00Z,OPEN,5921.031752,40.7897
fee_0.00050_slip_0.00010,B_gate_cooldown,2023-12-28T05:30:00Z,FLAT,5909.17994,40.9082
fee_0.00050_slip_0.00010,B_gate_cooldown,2023-12-29T16:05:00Z,FLAT,5889.856543,41.1014
fee_0.00050_slip_0.00010,B_gate_cooldown,2023-12-31T23:35:00Z,FLAT,5859.611348,41.4039
fee_0.00050_slip_0.00010,B_gate_cooldown,2024-01-01T23:55:00Z,OPEN,5873.195291,41.268
fee_0.00050_slip_0.00010,B_gate_cooldown,2024-01-02T23:55:00Z,OPEN,5849.408253,41.5059
fee_0.00050_slip_0.00010,B_gate_cooldown,2024-01-03T11:05:00Z,FLAT,5830.396353,41.696
