policy,timestamp,state,mark_price,quantity,cash,reserved,unrealized_pnl,equity,drawdown_pct
A_emitted_alerts,2022-08-28T00:00:00Z,FLAT,,0,10000,0,0,10000,0
A_emitted_alerts,2022-08-30T05:20:00Z,FLAT,20367.3,0,9999.777447,0,0,9999.777447,0.0622
A_emitted_alerts,2022-08-30T05:20:00Z,FLAT,20367.3,0,9999.777447,0,0,9999.777447,0.0622
A_emitted_alerts,2022-09-02T04:50:00Z,FLAT,20175.5,0,9998.686546,0,0,9998.686546,0.0731
A_emitted_alerts,2022-09-02T04:50:00Z,FLAT,20175.5,0,9998.686546,0,0,9998.686546,0.0731
A_emitted_alerts,2022-09-10T18:05:00Z,FLAT,21298.1,0,9998.627418,0,0,9998.627418,0.0858
A_emitted_alerts,2022-09-10T06:05:00Z,FLAT,21545.4,0,10002.85381,0,0,10002.85381,0.0436
A_emitted_alerts,2022-09-10T18:05:00Z,FLAT,21298.1,0,9998.627418,0,0,9998.627418,0.0858
A_emitted_alerts,2022-09-11T23:55:00Z,OPEN,21777.1,0.04592195289,9987.505072,1000,0.04696024824,9987.552032,0.1965
A_emitted_alerts,2022-09-11T09:50:00Z,FLAT,21610.2,0,9995.102361,0,0,9995.102361,0.121
A_emitted_alerts,2022-09-11T17:20:00Z,FLAT,21695,0,9994.072937,0,0,9994.072937,0.1313
A_emitted_alerts,2022-09-11T22:20:00Z,FLAT,21592.4,0,9988.005072,0,0,9988.005072,0.1919
A_emitted_alerts,2022-09-12T21:05:00Z,FLAT,22380,0,9992.239395,0,0,9992.239395,0.1496
A_emitted_alerts,2022-09-12T00:50:00Z,FLAT,21705.6,0,9983.670604,0,0,9983.670604,0.2353
A_emitted_alerts,2022-09-12T08:20:00Z,FLAT,22140,0,9995.284433,0,0,9995.284433,0.1192
A_emitted_alerts,2022-09-12T21:05:00Z,FLAT,22380,0,9992.239395,0,0,9992.239395,0.1496
A_emitted_alerts,2022-09-13T06:20:00Z,FLAT,22411.4,0,9993.488977,0,0,9993.488977,0.1371
A_emitted_alerts,2022-09-13T06:20:00Z,FLAT,22411.4,0,9993.488977,0,0,9993.488977,0.1371
A_emitted_alerts,2022-09-23T05:35:00Z,FLAT,19391.7,0,9989.775503,0,0,9989.775503,0.1742
A_emitted_alerts,2022-09-23T05:35:00Z,FLAT,19391.7,0,9989.775503,0,0,9989.775503,0.1742
A_emitted_alerts,2022-09-24T22:05:00Z,FLAT,18917.4,0,9974.342748,0,0,9974.342748,0.3285
A_emitted_alerts,2022-09-24T17:05:00Z,FLAT,19109,0,9986.477788,0,0,9986.477788,0.2072
A_emitted_alerts,2022-09-24T22:05:00Z,FLAT,18917.4,0,9974.342748,0,0,9974.342748,0.3285
A_emitted_alerts,2022-09-26T23:55:00Z,OPEN,19229.5,0.05213188653,9971.876086,1000,2.470112005,9974.346198,0.3284
A_emitted_alerts,2022-09-26T20:20:00Z,FLAT,19142.9,0,9972.376086,0,0,9972.376086,0.3481
A_emitted_alerts,2022-09-27T00:50:00Z,FLAT,19343.1,0,9979.663395,0,0,9979.663395,0.2753
A_emitted_alerts,2022-09-27T00:50:00Z,FLAT,19343.1,0,9979.663395,0,0,9979.663395,0.2753
A_emitted_alerts,2022-09-29T11:05:00Z,FLAT,19372.2,0,9966.635076,0,0,9966.635076,0.4055
A_emitted_alerts,2022-09-29T06:05:00Z,FLAT,19415.4,0,9971.253572,0,0,9971.253572,0.3593
A_emitted_alerts,2022-09-29T11:05:00Z,FLAT,19372.2,0,9966.635076,0,0,9966.635076,0.4055
A_emitted_alerts,2022-09-30T15:50:00Z,FLAT,19895.3,0,9961.910473,0,0,9961.910473,0.4527
A_emitted_alerts,2022-09-30T08:20:00Z,FLAT,19556.5,0,9967.739914,0,0,9967.739914,0.3944
A_emitted_alerts,2022-09-30T15:50:00Z,FLAT,19895.3,0,9961.910473,0,0,9961.910473,0.4527
A_emitted_alerts,2022-10-04T21:20:00Z,FLAT,20350.7,0,9974.741698,0,0,9974.741698,0.3245
A_emitted_alerts,2022-10-04T07:05:00Z,FLAT,19852.2,0,9973.997734,0,0,9973.997734,0.3319
A_emitted_alerts,2022-10-04T15:20:00Z,FLAT,20083.1,0,9969.173717,0,0,9969.173717,0.3801
A_emitted_alerts,2022-10-04T21:20:00Z,FLAT,20350.7,0,9974.741698,0,0,9974.741698,0.3245
A_emitted_alerts,2022-10-05T23:55:00Z,OPEN,20160,0.04963071108,9966.708611,1000,0.5551353853,9967.263746,0.3992
A_emitted_alerts,2022-10-05T08:50:00Z,FLAT,20131.5,0,9967.208611,0,0,9967.208611,0.3998
A_emitted_alerts,2022-10-06T14:50:00Z,FLAT,20096,0,9959.335736,0,0,9959.335736,0.4784
A_emitted_alerts,2022-10-06T00:20:00Z,FLAT,20266.7,0,9971.955883,0,0,9971.955883,0.3523
A_emitted_alerts,2022-10-06T13:35:00Z,FLAT,20151.5,0,9963.885846,0,0,9963.885846,0.433
A_emitted_alerts,2022-10-06T14:50:00Z,FLAT,20096,0,9959.335736,0,0,9959.335736,0.4784
A_emitted_alerts,2022-10-14T02:50:00Z,FLAT,19805.8,0,9955.463863,0,0,9955.463863,0.5171
A_emitted_alerts,2022-10-14T02:50:00Z,FLAT,19805.8,0,9955.463863,0,0,9955.463863,0.5171
A_emitted_alerts,2022-10-18T13:50:00Z,FLAT,19579.1,0,9948.620466,0,0,9948.620466,0.5855
A_emitted_alerts,2022-10-18T01:50:00Z,FLAT,19521,0,9951.965685,0,0,9951.965685,0.5521
A_emitted_alerts,2022-10-18T06:05:00Z,FLAT,19542,0,9949.218782,0,0,9949.218782,0.5795
A_emitted_alerts,2022-10-18T07:35:00Z,FLAT,19619.9,0,9949.968338,0,0,9949.968338,0.572
A_emitted_alerts,2022-10-18T13:50:00Z,FLAT,19579.1,0,9948.620466,0,0,9948.620466,0.5855
A_emitted_alerts,2022-10-22T23:05:00Z,FLAT,19188.3,0,9947.457043,0,0,9947.457043,0.5971
A_emitted_alerts,2022-10-22T23:05:00Z,FLAT,19188.3,0,9947.457043,0,0,9947.457043,0.5971
A_emitted_alerts,2022-10-23T05:20:00Z,FLAT,19181.9,0,9945.830158,0,0,9945.830158,0.6134
A_emitted_alerts,2022-10-23T05:20:00Z,FLAT,19181.9,0,9945.830158,0,0,9945.830158,0.6134
A_emitted_alerts,2022-10-25T14:05:00Z,FLAT,19489.2,0,9953.235839,0,0,9953.235839,0.5394
A_emitted_alerts,2022-10-25T14:05:00Z,FLAT,19489.2,0,9953.235839,0,0,9953.235839,0.5394
A_emitted_alerts,2022-10-26T15:50:00Z,FLAT,20826.7,0,9964.735054,0,0,9964.735054,0.4245
A_emitted_alerts,2022-10-26T09:05:00Z,FLAT,20699,0,9968.165888,0,0,9968.165888,0.3902
A_emitted_alerts,2022-10-26T15:50:00Z,FLAT,20826.7,0,9964.735054,0,0,9964.735054,0.4245
A_emitted_alerts,2022-10-27T14:05:00Z,FLAT,20609.5,0,9957.519606,0,0,9957.519606,0.4966
A_emitted_alerts,2022-10-27T06:20:00Z,FLAT,20796.3,0,9963.174915,0,0,9963.174915,0.4401
A_emitted_alerts,2022-10-27T14:05:00Z,FLAT,20609.5,0,9957.519606,0,0,9957.519606,0.4966
A_emitted_alerts,2022-10-29T16:50:00Z,FLAT,20890,0,9961.288167,0,0,9961.288167,0.4589
A_emitted_alerts,2022-10-29T03:50:00Z,FLAT,20728.8,0,9954.519983,0,0,9954.519983,0.5265
A_emitted_alerts,2022-10-29T09:05:00Z,FLAT,20896.8,0,9961.132444,0,0,9961.132444,0.4605
A_emitted_alerts,2022-10-29T16:50:00Z,FLAT,20890,0,9961.288167,0,0,9961.288167,0.4589
A_emitted_alerts,2022-10-30T05:05:00Z,FLAT,20751.1,0,9959.241451,0,0,9959.241451,0.4794
A_emitted_alerts,2022-10-30T05:05:00Z,FLAT,20751.1,0,9959.241451,0,0,9959.241451,0.4794
A_emitted_alerts,2022-11-01T11:50:00Z,FLAT,20537.1,0,9953.342317,0,0,9953.342317,0.5383
A_emitted_alerts,2022-11-01T10:50:00Z,FLAT,20617,0,9958.414928,0,0,9958.414928,0.4876
A_emitted_alerts,2022-11-01T11:50:00Z,FLAT,20537.1,0,9953.342317,0,0,9953.342317,0.5383
A_emitted_alerts,2022-11-04T21:50:00Z,FLAT,21099.1,0,9951.582023,0,0,9951.582023,0.5559
A_emitted_alerts,2022-11-04T15:35:00Z,FLAT,21112.8,0,9951.064444,0,0,9951.064444,0.5611
A_emitted_alerts,2022-11-04T21:50:00Z,FLAT,21099.1,0,9951.582023,0,0,9951.582023,0.5559
A_emitted_alerts,2022-11-05T20:35:00Z,FLAT,21320.5,0,9948.624504,0,0,9948.624504,0.5855
A_emitted_alerts,2022-11-05T01:50:00Z,FLAT,21350,0,9949.559042,0,0,9949.559042,0.5761
A_emitted_alerts,2022-11-05T18:05:00Z,FLAT,21308.6,0,9949.796261,0,0,9949.796261,0.5738
A_emitted_alerts,2022-11-05T20:35:00Z,FLAT,21320.5,0,9948.624504,0,0,9948.624504,0.5855
A_emitted_alerts,2022-11-06T02:20:00Z,FLAT,21220.8,0,9943.148339,0,0,9943.148339,0.6402
A_emitted_alerts,2022-11-06T02:20:00Z,FLAT,21220.8,0,9943.148339,0,0,9943.148339,0.6402
A_emitted_alerts,2022-11-15T08:35:00Z,FLAT,16903.2,0,9947.016886,0,0,9947.016886,0.6015
